trial,nrows,nbins,filter,sketch_size,time (ns)
1,1000000,10,filter2,1,9896500.00
2,1000000,10,filter2,1,8462400.00
3,1000000,10,filter2,1,8405400.00
4,1000000,10,filter2,1,8251300.00
0,1000000,10,filter2,2,12565000.00
1,1000000,10,filter2,2,11803900.00
2,1000000,10,filter2,2,11543201.00
3,1000000,10,filter2,2,12034300.00
4,1000000,10,filter2,2,12639400.00
0,1000000,10,filter2,4,18967800.00
1,1000000,10,filter2,4,18999000.00
2,1000000,10,filter2,4,19044701.00
3,1000000,10,filter2,4,19002200.00
4,1000000,10,filter2,4,18713200.00
0,1000000,10,filter2,8,33139001.00
1,1000000,10,filter2,8,31822800.00
2,1000000,10,filter2,8,32417901.00
3,1000000,10,filter2,8,34379700.00
4,1000000,10,filter2,8,49761701.00
0,1000000,10,filter3,1,9065800.00
1,1000000,10,filter3,1,9074200.00
2,1000000,10,filter3,1,13276600.00
3,1000000,10,filter3,1,7864800.00
4,1000000,10,filter3,1,7745501.00
0,1000000,10,filter3,2,12443100.00
1,1000000,10,filter3,2,13163300.00
2,1000000,10,filter3,2,12939100.00
3,1000000,10,filter3,2,13367500.00
4,1000000,10,filter3,2,12495900.00
0,1000000,10,filter3,4,19956401.00
1,1000000,10,filter3,4,18218600.00
2,1000000,10,filter3,4,19175500.00
3,1000000,10,filter3,4,18210201.00
4,1000000,10,filter3,4,19452400.00
0,1000000,10,filter3,8,33827000.00
1,1000000,10,filter3,8,32340601.00
2,1000000,10,filter3,8,33404300.00
3,1000000,10,filter3,8,33968801.00
4,1000000,10,filter3,8,34693300.00
0,1000000,10,filter4,1,814300.00
1,1000000,10,filter4,1,757700.00
2,1000000,10,filter4,1,587900.00
3,1000000,10,filter4,1,539200.00
4,1000000,10,filter4,1,520400.00
0,1000000,10,filter4,2,3014100.00
1,1000000,10,filter4,2,2717500.00
2,1000000,10,filter4,2,2435900.00
3,1000000,10,filter4,2,2522500.00
4,1000000,10,filter4,2,2646800.00
0,1000000,10,filter4,4,4720401.00
1,1000000,10,filter4,4,4633300.00
2,1000000,10,filter4,4,4586400.00
3,1000000,10,filter4,4,4808400.00
4,1000000,10,filter4,4,5211700.00
0,1000000,10,filter4,8,9177100.00
1,1000000,10,filter4,8,8745400.00
2,1000000,10,filter4,8,9465700.00
3,1000000,10,filter4,8,9765300.00
4,1000000,10,filter4,8,8585101.00
0,1000000,100,filter1,1,5510200.00
1,1000000,100,filter1,1,5021700.00
2,1000000,100,filter1,1,4877200.00
3,1000000,100,filter1,1,5777700.00
4,1000000,100,filter1,1,5242200.00
0,1000000,100,filter1,2,6289000.00
1,1000000,100,filter1,2,6319800.00
2,1000000,100,filter1,2,5846700.00
3,1000000,100,filter1,2,6217200.00
4,1000000,100,filter1,2,6077600.00
0,1000000,100,filter1,4,6905800.00
1,1000000,100,filter1,4,6557700.00
2,1000000,100,filter1,4,7319900.00
3,1000000,100,filter1,4,6996600.00
4,1000000,100,filter1,4,6635200.00
0,1000000,100,filter1,8,8131800.00
1,1000000,100,filter1,8,8008200.00
2,1000000,100,filter1,8,8502100.00
3,1000000,100,filter1,8,8514901.00
4,1000000,100,filter1,8,8436500.00
0,1000000,100,filter2,1,5681700.00
1,1000000,100,filter2,1,5209900.00
2,1000000,100,filter2,1,5219400.00
3,1000000,100,filter2,1,5352700.00
4,1000000,100,filter2,1,5649800.00
0,1000000,100,filter2,2,6015900.00
1,1000000,100,filter2,2,6839500.00
2,1000000,100,filter2,2,6185300.00
3,1000000,100,filter2,2,6407200.00
4,1000000,100,filter2,2,6293501.00
0,1000000,100,filter2,4,6822800.00
1,1000000,100,filter2,4,6461800.00
2,1000000,100,filter2,4,6605300.00
3,1000000,100,filter2,4,7098800.00
4,1000000,100,filter2,4,6437100.00
0,1000000,100,filter2,8,8068500.00
1,1000000,100,filter2,8,9531600.00
2,1000000,100,filter2,8,8297500.00
3,1000000,100,filter2,8,9211201.00
4,1000000,100,filter2,8,10370700.00
0,1000000,100,filter3,1,5079700.00
1,1000000,100,filter3,1,3588500.00
2,1000000,100,filter3,1,3397800.00
3,1000000,100,filter3,1,3816700.00
4,1000000,100,filter3,1,4134900.00
0,1000000,100,filter3,2,4142900.00
1,1000000,100,filter3,2,5653900.00
2,1000000,100,filter3,2,5295900.00
3,1000000,100,filter3,2,5094400.00
4,1000000,100,filter3,2,4811500.00
0,1000000,100,filter3,4,5864301.00
1,1000000,100,filter3,4,5510200.00
2,1000000,100,filter3,4,6938700.00
3,1000000,100,filter3,4,6205100.00
4,1000000,100,filter3,4,5867200.00
0,1000000,100,filter3,8,9304600.00
1,1000000,100,filter3,8,9254500.00
2,1000000,100,filter3,8,8821400.00
3,1000000,100,filter3,8,8824300.00
4,1000000,100,filter3,8,8637201.00
0,1000000,100,filter4,1,413900.00
1,1000000,100,filter4,1,454400.00
2,1000000,100,filter4,1,361700.00
3,1000000,100,filter4,1,383300.00
4,1000000,100,filter4,1,381700.00
0,1000000,100,filter4,2,1603600.00
1,1000000,100,filter4,2,941400.00
2,1000000,100,filter4,2,837800.00
3,1000000,100,filter4,2,788700.00
4,1000000,100,filter4,2,687800.00
0,1000000,100,filter4,4,1485300.00
1,1000000,100,filter4,4,1268200.00
2,1000000,100,filter4,4,1461700.00
3,1000000,100,filter4,4,1379300.00
4,1000000,100,filter4,4,1350600.00
0,1000000,100,filter4,8,2312600.00
1,1000000,100,filter4,8,2283500.00
2,1000000,100,filter4,8,2177000.00
3,1000000,100,filter4,8,2347700.00
4,1000000,100,filter4,8,2775700.00
0,1000000,1000,filter1,1,5125700.00
1,1000000,1000,filter1,1,5216300.00
2,1000000,1000,filter1,1,5211000.00
3,1000000,1000,filter1,1,4962400.00
4,1000000,1000,filter1,1,5246500.00
0,1000000,1000,filter1,2,5454600.00
1,1000000,1000,filter1,2,5310300.00
2,1000000,1000,filter1,2,5499800.00
3,1000000,1000,filter1,2,5390600.00
4,1000000,1000,filter1,2,5381400.00
0,1000000,1000,filter1,4,6100100.00
1,1000000,1000,filter1,4,5674201.00
2,1000000,1000,filter1,4,6492300.00
3,1000000,1000,filter1,4,5597400.00
4,1000000,1000,filter1,4,5383400.00
0,1000000,1000,filter1,8,6448400.00
1,1000000,1000,filter1,8,7193900.00
2,1000000,1000,filter1,8,12447700.00
3,1000000,1000,filter1,8,12083200.00
4,1000000,1000,filter1,8,6740900.00
0,1000000,1000,filter2,1,5126101.00
1,1000000,1000,filter2,1,4981800.00
2,1000000,1000,filter2,1,5530600.00
3,1000000,1000,filter2,1,4925500.00
4,1000000,1000,filter2,1,5082200.00
0,1000000,1000,filter2,2,5889400.00
1,1000000,1000,filter2,2,5232400.00
2,1000000,1000,filter2,2,5596900.00
3,1000000,1000,filter2,2,6052700.00
4,1000000,1000,filter2,2,5959100.00
0,1000000,1000,filter2,4,5407200.00
1,1000000,1000,filter2,4,5927200.00
2,1000000,1000,filter2,4,5406801.00
3,1000000,1000,filter2,4,5738700.00
4,1000000,1000,filter2,4,5293300.00
0,1000000,1000,filter2,8,5929900.00
1,1000000,1000,filter2,8,5765100.00
2,1000000,1000,filter2,8,9485900.00
3,1000000,1000,filter2,8,9089600.00
4,1000000,1000,filter2,8,5970800.00
0,1000000,1000,filter3,1,3517700.00
1,1000000,1000,filter3,1,4012000.00
2,1000000,1000,filter3,1,3315900.00
3,1000000,1000,filter3,1,3749501.00
4,1000000,1000,filter3,1,4167700.00
0,1000000,1000,filter3,2,4708200.00
1,1000000,1000,filter3,2,5789400.00
2,1000000,1000,filter3,2,5497600.00
3,1000000,1000,filter3,2,4761200.00
4,1000000,1000,filter3,2,4500700.00
0,1000000,1000,filter3,4,4775000.00
1,1000000,1000,filter3,4,4284800.00
2,1000000,1000,filter3,4,4411000.00
3,1000000,1000,filter3,4,5366300.00
4,1000000,1000,filter3,4,4492900.00
0,1000000,1000,filter3,8,6598700.00
1,1000000,1000,filter3,8,5934201.00
2,1000000,1000,filter3,8,6098400.00
3,1000000,1000,filter3,8,7344700.00
4,1000000,1000,filter3,8,6178600.00
0,1000000,1000,filter4,1,408400.00
1,1000000,1000,filter4,1,338200.00
2,1000000,1000,filter4,1,333600.00
3,1000000,1000,filter4,1,348400.00
4,1000000,1000,filter4,1,280900.00
0,1000000,1000,filter4,2,3255400.00
1,1000000,1000,filter4,2,604200.00
2,1000000,1000,filter4,2,590000.00
3,1000000,1000,filter4,2,557800.00
4,1000000,1000,filter4,2,587600.00
0,1000000,1000,filter4,4,980600.00
1,1000000,1000,filter4,4,2743300.00
2,1000000,1000,filter4,4,2579300.00
3,1000000,1000,filter4,4,2530000.00
4,1000000,1000,filter4,4,2494800.00
0,1000000,1000,filter4,8,7863400.00
1,1000000,1000,filter4,8,5184401.00
2,1000000,1000,filter4,8,4132200.00
3,1000000,1000,filter4,8,4139500.00
4,1000000,1000,filter4,8,3850800.00
0,1000000,10000,filter1,1,5008100.00
1,1000000,10000,filter1,1,5292001.00
2,1000000,10000,filter1,1,5580800.00
3,1000000,10000,filter1,1,5097200.00
4,1000000,10000,filter1,1,5020600.00
0,1000000,10000,filter1,2,5940400.00
1,1000000,10000,filter1,2,5367100.00
2,1000000,10000,filter1,2,5362300.00
3,1000000,10000,filter1,2,6113900.00
4,1000000,10000,filter1,2,5421900.00
0,1000000,10000,filter1,4,6375000.00
1,1000000,10000,filter1,4,5840000.00
2,1000000,10000,filter1,4,5998600.00
3,1000000,10000,filter1,4,6920401.00
4,1000000,10000,filter1,4,5656500.00
0,1000000,10000,filter1,8,6868400.00
1,1000000,10000,filter1,8,5509100.00
2,1000000,10000,filter1,8,5536500.00
3,1000000,10000,filter1,8,6203500.00
4,1000000,10000,filter1,8,5509200.00
0,1000000,10000,filter2,1,5861100.00
1,1000000,10000,filter2,1,4825200.00
2,1000000,10000,filter2,1,4966800.00
3,1000000,10000,filter2,1,5379000.00
4,1000000,10000,filter2,1,4978201.00
0,1000000,10000,filter2,2,5593200.00
1,1000000,10000,filter2,2,5313700.00
2,1000000,10000,filter2,2,5273300.00
3,1000000,10000,filter2,2,5511800.00
4,1000000,10000,filter2,2,5338800.00
0,1000000,10000,filter2,4,5481100.00
1,1000000,10000,filter2,4,5860400.00
2,1000000,10000,filter2,4,5518700.00
3,1000000,10000,filter2,4,5550100.00
4,1000000,10000,filter2,4,6282500.00
0,1000000,10000,filter2,8,6159101.00
1,1000000,10000,filter2,8,6463100.00
2,1000000,10000,filter2,8,6082900.00
3,1000000,10000,filter2,8,6127900.00
4,1000000,10000,filter2,8,6340700.00
0,1000000,10000,filter3,1,4230500.00
1,1000000,10000,filter3,1,4434100.00
2,1000000,10000,filter3,1,4581000.00
3,1000000,10000,filter3,1,3624200.00
4,1000000,10000,filter3,1,4009100.00
0,1000000,10000,filter3,2,6308000.00
1,1000000,10000,filter3,2,5540800.00
2,1000000,10000,filter3,2,6451900.00
3,1000000,10000,filter3,2,6035801.00
4,1000000,10000,filter3,2,5656300.00
0,1000000,10000,filter3,4,7315900.00
1,1000000,10000,filter3,4,6130200.00
2,1000000,10000,filter3,4,9191900.00
3,1000000,10000,filter3,4,8394900.00
4,1000000,10000,filter3,4,7187700.00
0,1000000,10000,filter3,8,6469400.00
1,1000000,10000,filter3,8,6418900.00
2,1000000,10000,filter3,8,6008401.00
3,1000000,10000,filter3,8,7354800.00
4,1000000,10000,filter3,8,6176300.00
0,1000000,10000,filter4,1,430000.00
1,1000000,10000,filter4,1,268200.00
2,1000000,10000,filter4,1,259600.00
3,1000000,10000,filter4,1,237800.00
4,1000000,10000,filter4,1,235400.00
0,1000000,10000,filter4,2,23411300.00
1,1000000,10000,filter4,2,795500.00
2,1000000,10000,filter4,2,539900.00
3,1000000,10000,filter4,2,543300.00
4,1000000,10000,filter4,2,618900.00
0,1000000,10000,filter4,4,1242100.00
1,1000000,10000,filter4,4,1196900.00
2,1000000,10000,filter4,4,959500.00
3,1000000,10000,filter4,4,845000.00
4,1000000,10000,filter4,4,840200.00
0,1000000,10000,filter4,8,1729100.00
1,1000000,10000,filter4,8,1655600.00
2,1000000,10000,filter4,8,1603500.00
3,1000000,10000,filter4,8,1673200.00
4,1000000,10000,filter4,8,1647300.00
0,1000000,100000,filter1,1,7182200.00
1,1000000,100000,filter1,1,6600600.00
2,1000000,100000,filter1,1,6233600.00
3,1000000,100000,filter1,1,7258300.00
4,1000000,100000,filter1,1,6131600.00
0,1000000,100000,filter1,2,7104201.00
1,1000000,100000,filter1,2,7097300.00
2,1000000,100000,filter1,2,6194700.00
3,1000000,100000,filter1,2,6428200.00
4,1000000,100000,filter1,2,7640400.00
0,1000000,100000,filter1,4,8192700.00
1,1000000,100000,filter1,4,6135700.00
2,1000000,100000,filter1,4,6588200.00
3,1000000,100000,filter1,4,6314700.00
4,1000000,100000,filter1,4,6286300.00
0,1000000,100000,filter1,8,6571900.00
1,1000000,100000,filter1,8,6841400.00
2,1000000,100000,filter1,8,6925600.00
3,1000000,100000,filter1,8,6762200.00
4,1000000,100000,filter1,8,7524400.00
0,1000000,100000,filter2,1,7473700.00
1,1000000,100000,filter2,1,6262100.00
2,1000000,100000,filter2,1,6687300.00
3,1000000,100000,filter2,1,6865101.00
4,1000000,100000,filter2,1,6059700.00
0,1000000,100000,filter2,2,6210300.00
1,1000000,100000,filter2,2,6650000.00
2,1000000,100000,filter2,2,7277900.00
3,1000000,100000,filter2,2,6112100.00
4,1000000,100000,filter2,2,7453300.00
0,1000000,100000,filter2,4,7571500.00
1,1000000,100000,filter2,4,6693300.00
2,1000000,100000,filter2,4,7049301.00
3,1000000,100000,filter2,4,6858200.00
4,1000000,100000,filter2,4,6463000.00
0,1000000,100000,filter2,8,6852800.00
1,1000000,100000,filter2,8,7153600.00
2,1000000,100000,filter2,8,6828400.00
3,1000000,100000,filter2,8,6529500.00
4,1000000,100000,filter2,8,7951300.00
0,1000000,100000,filter3,1,5935300.00
1,1000000,100000,filter3,1,4757701.00
2,1000000,100000,filter3,1,4570500.00
3,1000000,100000,filter3,1,4281300.00
4,1000000,100000,filter3,1,5269500.00
0,1000000,100000,filter3,2,5065500.00
1,1000000,100000,filter3,2,6160800.00
2,1000000,100000,filter3,2,5090400.00
3,1000000,100000,filter3,2,5929800.00
4,1000000,100000,filter3,2,5825100.00
0,1000000,100000,filter3,4,7522400.00
1,1000000,100000,filter3,4,6114400.00
2,1000000,100000,filter3,4,6973201.00
3,1000000,100000,filter3,4,7022700.00
4,1000000,100000,filter3,4,6793800.00
0,1000000,100000,filter3,8,9345700.00
1,1000000,100000,filter3,8,8576800.00
2,1000000,100000,filter3,8,7483800.00
3,1000000,100000,filter3,8,8327600.00
4,1000000,100000,filter3,8,7498600.00
0,1000000,100000,filter4,1,554600.00
1,1000000,100000,filter4,1,329400.00
2,1000000,100000,filter4,1,249600.00
3,1000000,100000,filter4,1,262400.00
4,1000000,100000,filter4,1,298300.00
0,1000000,100000,filter4,2,301718204.00
1,1000000,100000,filter4,2,834900.00
2,1000000,100000,filter4,2,642600.00
3,1000000,100000,filter4,2,753300.00
4,1000000,100000,filter4,2,1106600.00
0,1000000,100000,filter4,4,1316600.00
1,1000000,100000,filter4,4,1061300.00
2,1000000,100000,filter4,4,1331500.00
3,1000000,100000,filter4,4,1152200.00
4,1000000,100000,filter4,4,1005600.00
0,1000000,100000,filter4,8,2941000.00
1,1000000,100000,filter4,8,2833500.00
2,1000000,100000,filter4,8,2497800.00
3,1000000,100000,filter4,8,2388900.00
4,1000000,100000,filter4,8,2402600.00
0,10000000,10,filter1,1,100978302.00
1,10000000,10,filter1,1,85651602.00
2,10000000,10,filter1,1,79818602.00
3,10000000,10,filter1,1,80317702.00
4,10000000,10,filter1,1,78476801.00
0,10000000,10,filter1,2,142500903.00
1,10000000,10,filter1,2,128203003.00
2,10000000,10,filter1,2,123126503.00
3,10000000,10,filter1,2,124058203.00
4,10000000,10,filter1,2,117390102.00
0,10000000,10,filter1,4,232469005.00
1,10000000,10,filter1,4,250621706.00
2,10000000,10,filter1,4,242025105.00
3,10000000,10,filter1,4,369682308.00
4,10000000,10,filter1,4,203558905.00
0,10000000,10,filter1,8,608736913.00
1,10000000,10,filter1,8,486132211.00
2,10000000,10,filter1,8,351485608.00
3,10000000,10,filter1,8,538306112.00
4,10000000,10,filter1,8,391170608.00
0,10000000,10,filter2,1,107996603.00
1,10000000,10,filter2,1,84069902.00
2,10000000,10,filter2,1,85957201.00
3,10000000,10,filter2,1,82997002.00
4,10000000,10,filter2,1,82684502.00
0,10000000,10,filter2,2,124617203.00
1,10000000,10,filter2,2,122945402.00
2,10000000,10,filter2,2,124447003.00
3,10000000,10,filter2,2,121939303.00
4,10000000,10,filter2,2,136223803.00
0,10000000,10,filter2,4,197600204.00
1,10000000,10,filter2,4,196721507.00
2,10000000,10,filter2,4,230566907.00
3,10000000,10,filter2,4,211848008.00
4,10000000,10,filter2,4,211037807.00
0,10000000,10,filter2,8,465251716.00
1,10000000,10,filter2,8,356996912.00
2,10000000,10,filter2,8,343640811.00
3,10000000,10,filter2,8,338118112.00
4,10000000,10,filter2,8,349544212.00
0,10000000,10,filter3,1,72718702.00
1,10000000,10,filter3,1,69942202.00
2,10000000,10,filter3,1,69822603.00
3,10000000,10,filter3,1,101833403.00
4,10000000,10,filter3,1,68598803.00
0,10000000,10,filter3,2,131095904.00
1,10000000,10,filter3,2,134789005.00
2,10000000,10,filter3,2,131101204.00
3,10000000,10,filter3,2,128188104.00
4,10000000,10,filter3,2,129183305.00
0,10000000,10,filter3,4,191677106.00
1,10000000,10,filter3,4,191736207.00
2,10000000,10,filter3,4,201950707.00
3,10000000,10,filter3,4,195772706.00
4,10000000,10,filter3,4,192251007.00
0,10000000,10,filter3,8,474375616.00
1,10000000,10,filter3,8,389653713.00
2,10000000,10,filter3,8,378534113.00
3,10000000,10,filter3,8,360114512.00
4,10000000,10,filter3,8,584359120.00
0,10000000,10,filter4,1,4488500.00
1,10000000,10,filter4,1,4056000.00
2,10000000,10,filter4,1,4042700.00
3,10000000,10,filter4,1,4311201.00
4,10000000,10,filter4,1,4321000.00
0,10000000,10,filter4,2,23520901.00
1,10000000,10,filter4,2,20072000.00
2,10000000,10,filter4,2,18462501.00
3,10000000,10,filter4,2,18740900.00
4,10000000,10,filter4,2,18396901.00
0,10000000,10,filter4,4,63500802.00
1,10000000,10,filter4,4,63775102.00
2,10000000,10,filter4,4,69104803.00
3,10000000,10,filter4,4,64744502.00
4,10000000,10,filter4,4,61030002.00
0,10000000,10,filter4,8,133567805.00
1,10000000,10,filter4,8,126204804.00
2,10000000,10,filter4,8,120063304.00
3,10000000,10,filter4,8,117434005.00
4,10000000,10,filter4,8,118199405.00
0,10000000,100,filter1,1,36386202.00
1,10000000,100,filter1,1,38377701.00
2,10000000,100,filter1,1,44121302.00
3,10000000,100,filter1,1,35395602.00
4,10000000,100,filter1,1,36565001.00
0,10000000,100,filter1,2,41469302.00
1,10000000,100,filter1,2,45711002.00
2,10000000,100,filter1,2,41683302.00
3,10000000,100,filter1,2,38497001.00
4,10000000,100,filter1,2,39712002.00
0,10000000,100,filter1,4,59339703.00
1,10000000,100,filter1,4,63588503.00
2,10000000,100,filter1,4,73151103.00
3,10000000,100,filter1,4,68289803.00
4,10000000,100,filter1,4,61865503.00
0,10000000,100,filter1,8,83384504.00
1,10000000,100,filter1,8,113492305.00
2,10000000,100,filter1,8,87031504.00
3,10000000,100,filter1,8,82913103.00
4,10000000,100,filter1,8,84773504.00
0,10000000,100,filter2,1,36901502.00
1,10000000,100,filter2,1,51726502.00
2,10000000,100,filter2,1,36009902.00
3,10000000,100,filter2,1,34180402.00
4,10000000,100,filter2,1,36326401.00
0,10000000,100,filter2,2,43810902.00
1,10000000,100,filter2,2,43676302.00
2,10000000,100,filter2,2,47031902.00
3,10000000,100,filter2,2,43469402.00
4,10000000,100,filter2,2,43277202.00
0,10000000,100,filter2,4,60421502.00
1,10000000,100,filter2,4,71393403.00
2,10000000,100,filter2,4,78531404.00
3,10000000,100,filter2,4,85061804.00
4,10000000,100,filter2,4,91062804.00
0,10000000,100,filter2,8,119502106.00
1,10000000,100,filter2,8,91890804.00
2,10000000,100,filter2,8,112107005.00
3,10000000,100,filter2,8,89268703.00
4,10000000,100,filter2,8,81179001.00
0,10000000,100,filter3,1,44151000.00
1,10000000,100,filter3,1,42388100.00
2,10000000,100,filter3,1,40429401.00
3,10000000,100,filter3,1,47012400.00
4,10000000,100,filter3,1,44831001.00
0,10000000,100,filter3,2,49913701.00
1,10000000,100,filter3,2,50432201.00
2,10000000,100,filter3,2,48067000.00
3,10000000,100,filter3,2,53668901.00
4,10000000,100,filter3,2,50230000.00
0,10000000,100,filter3,4,58640300.00
1,10000000,100,filter3,4,57135201.00
2,10000000,100,filter3,4,57221201.00
3,10000000,100,filter3,4,58455500.00
4,10000000,100,filter3,4,60730001.00
0,10000000,100,filter3,8,84601701.00
1,10000000,100,filter3,8,90436401.00
2,10000000,100,filter3,8,89071801.00
3,10000000,100,filter3,8,82826701.00
4,10000000,100,filter3,8,96235401.00
0,10000000,100,filter4,1,1209100.00
1,10000000,100,filter4,1,674900.00
2,10000000,100,filter4,1,592300.00
3,10000000,100,filter4,1,609500.00
4,10000000,100,filter4,1,817100.00
0,10000000,100,filter4,2,3560300.00
1,10000000,100,filter4,2,2520800.00
2,10000000,100,filter4,2,2901000.00
3,10000000,100,filter4,2,2956600.00
4,10000000,100,filter4,2,2819400.00
0,10000000,100,filter4,4,8771100.00
1,10000000,100,filter4,4,7122400.00
2,10000000,100,filter4,4,5329400.00
3,10000000,100,filter4,4,5447300.00
4,10000000,100,filter4,4,6325800.00
0,10000000,100,filter4,8,12308200.00
1,10000000,100,filter4,8,12033200.00
2,10000000,100,filter4,8,13783500.00
3,10000000,100,filter4,8,13671300.00
4,10000000,100,filter4,8,13619500.00
0,10000000,1000,filter1,1,34240200.00
1,10000000,1000,filter1,1,35661401.00
2,10000000,1000,filter1,1,35061400.00
3,10000000,1000,filter1,1,35282801.00
4,10000000,1000,filter1,1,36876800.00
0,10000000,1000,filter1,2,43417500.00
1,10000000,1000,filter1,2,54105601.00
2,10000000,1000,filter1,2,42225101.00
3,10000000,1000,filter1,2,40734001.00
4,10000000,1000,filter1,2,41338601.00
0,10000000,1000,filter1,4,42552401.00
1,10000000,1000,filter1,4,43285501.00
2,10000000,1000,filter1,4,39386501.00
3,10000000,1000,filter1,4,40195400.00
4,10000000,1000,filter1,4,40032501.00
0,10000000,1000,filter1,8,53345001.00
1,10000000,1000,filter1,8,52293401.00
2,10000000,1000,filter1,8,54915801.00
3,10000000,1000,filter1,8,53763401.00
4,10000000,1000,filter1,8,55195301.00
0,10000000,1000,filter2,1,38464800.00
1,10000000,1000,filter2,1,39773601.00
2,10000000,1000,filter2,1,38235001.00
3,10000000,1000,filter2,1,36805801.00
4,10000000,1000,filter2,1,38126100.00
0,10000000,1000,filter2,2,45122301.00
1,10000000,1000,filter2,2,50885601.00
2,10000000,1000,filter2,2,55245901.00
3,10000000,1000,filter2,2,55356301.00
4,10000000,1000,filter2,2,48948301.00
0,10000000,1000,filter2,4,58564702.00
1,10000000,1000,filter2,4,75522201.00
2,10000000,1000,filter2,4,75231202.00
3,10000000,1000,filter2,4,86955401.00
4,10000000,1000,filter2,4,74334702.00
0,10000000,1000,filter2,8,85108701.00
1,10000000,1000,filter2,8,68179802.00
2,10000000,1000,filter2,8,75487901.00
3,10000000,1000,filter2,8,83655902.00
4,10000000,1000,filter2,8,64652801.00
0,10000000,1000,filter3,1,54487102.00
1,10000000,1000,filter3,1,53984601.00
2,10000000,1000,filter3,1,54710401.00
3,10000000,1000,filter3,1,60987601.00
4,10000000,1000,filter3,1,64232901.00
0,10000000,1000,filter3,2,103054002.00
1,10000000,1000,filter3,2,82267902.00
2,10000000,1000,filter3,2,68452001.00
3,10000000,1000,filter3,2,66071501.00
4,10000000,1000,filter3,2,61987901.00
0,10000000,1000,filter3,4,63747201.00
1,10000000,1000,filter3,4,56988501.00
2,10000000,1000,filter3,4,69096302.00
3,10000000,1000,filter3,4,82341101.00
4,10000000,1000,filter3,4,79686702.00
0,10000000,1000,filter3,8,77516702.00
1,10000000,1000,filter3,8,88130602.00
2,10000000,1000,filter3,8,98982302.00
3,10000000,1000,filter3,8,84435701.00
4,10000000,1000,filter3,8,86280702.00
0,10000000,1000,filter4,1,521200.00
1,10000000,1000,filter4,1,298400.00
2,10000000,1000,filter4,1,302100.00
3,10000000,1000,filter4,1,358200.00
4,10000000,1000,filter4,1,324200.00
0,10000000,1000,filter4,2,10008600.00
1,10000000,1000,filter4,2,2669100.00
2,10000000,1000,filter4,2,2292500.00
3,10000000,1000,filter4,2,2369600.00
4,10000000,1000,filter4,2,1733400.00
0,10000000,1000,filter4,4,2014600.00
1,10000000,1000,filter4,4,1480300.00
2,10000000,1000,filter4,4,1494000.00
3,10000000,1000,filter4,4,1755500.00
4,10000000,1000,filter4,4,1489200.00
0,10000000,1000,filter4,8,3993401.00
1,10000000,1000,filter4,8,3274600.00
2,10000000,1000,filter4,8,3345100.00
3,10000000,1000,filter4,8,3233700.00
4,10000000,1000,filter4,8,3613400.00
0,10000000,10000,filter1,1,39278801.00
1,10000000,10000,filter1,1,45794101.00
2,10000000,10000,filter1,1,42251201.00
3,10000000,10000,filter1,1,38552500.00
4,10000000,10000,filter1,1,35168801.00
0,10000000,10000,filter1,2,44754201.00
1,10000000,10000,filter1,2,48356501.00
2,10000000,10000,filter1,2,47254001.00
3,10000000,10000,filter1,2,45479700.00
4,10000000,10000,filter1,2,44820001.00
0,10000000,10000,filter1,4,49509100.00
1,10000000,10000,filter1,4,50488201.00
2,10000000,10000,filter1,4,58000701.00
3,10000000,10000,filter1,4,61577601.00
4,10000000,10000,filter1,4,52231501.00
0,10000000,10000,filter1,8,56039301.00
1,10000000,10000,filter1,8,56824901.00
2,10000000,10000,filter1,8,60337501.00
3,10000000,10000,filter1,8,62205301.00
4,10000000,10000,filter1,8,57738700.00
0,10000000,10000,filter2,1,34895601.00
1,10000000,10000,filter2,1,35714000.00
2,10000000,10000,filter2,1,36956401.00
3,10000000,10000,filter2,1,33985600.00
4,10000000,10000,filter2,1,33987401.00
0,10000000,10000,filter2,2,44748901.00
1,10000000,10000,filter2,2,74086201.00
2,10000000,10000,filter2,2,44459501.00
3,10000000,10000,filter2,2,46530901.00
4,10000000,10000,filter2,2,49768501.00
0,10000000,10000,filter2,4,59111901.00
1,10000000,10000,filter2,4,56838201.00
2,10000000,10000,filter2,4,58104501.00
3,10000000,10000,filter2,4,54070601.00
4,10000000,10000,filter2,4,55108901.00
0,10000000,10000,filter2,8,103626102.00
1,10000000,10000,filter2,8,66428701.00
2,10000000,10000,filter2,8,63149701.00
3,10000000,10000,filter2,8,64504801.00
4,10000000,10000,filter2,8,62217901.00
0,10000000,10000,filter3,1,36224300.00
1,10000000,10000,filter3,1,37315701.00
2,10000000,10000,filter3,1,36860301.00
3,10000000,10000,filter3,1,35224200.00
4,10000000,10000,filter3,1,35025501.00
0,10000000,10000,filter3,2,44842501.00
1,10000000,10000,filter3,2,45598801.00
2,10000000,10000,filter3,2,43487301.00
3,10000000,10000,filter3,2,43642100.00
4,10000000,10000,filter3,2,43668701.00
0,10000000,10000,filter3,4,54563800.00
1,10000000,10000,filter3,4,55179301.00
2,10000000,10000,filter3,4,55386601.00
3,10000000,10000,filter3,4,59715701.00
4,10000000,10000,filter3,4,59613701.00
0,10000000,10000,filter3,8,68045201.00
1,10000000,10000,filter3,8,65169901.00
2,10000000,10000,filter3,8,64839601.00
3,10000000,10000,filter3,8,68151001.00
4,10000000,10000,filter3,8,62376101.00
0,10000000,10000,filter4,1,787100.00
1,10000000,10000,filter4,1,405400.00
2,10000000,10000,filter4,1,357200.00
